Restaurant ID,Restaurant Name,City,Locality,Locality Verbose,Cuisines,Cost_for_Two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Primary Cuisine,Cost Category
5135,Express Dhaba,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Mughlai",650,Indian Rupees(Rs.),0,1,0,2,2.7,Orange,Average,68,North Indian,Midrange
300828,Go Foodie,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,2,3.3,Orange,Average,105,North Indian,Midrange
18238307,Health Pan,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Healthy Food,200,Indian Rupees(Rs.),0,1,0,1,3.4,Orange,Average,45,Healthy Food,Budget
1040,Karim'S,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Mughlai, North Indian",800,Indian Rupees(Rs.),1,1,0,2,3.0,Orange,Average,183,Mughlai,Premium
18285199,Karuna,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",South Indian,200,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,15,South Indian,Budget
303423,Kathi,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Fast Food, Chinese",400,Indian Rupees(Rs.),0,1,0,1,2.8,Orange,Average,75,North Indian,Midrange
18354972,King Chilly Kitchen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Tibetan",400,Indian Rupees(Rs.),0,1,0,1,3.2,Orange,Average,17,Chinese,Midrange
18332076,Kolhapuri Veg Non-Veg Foods,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Maharashtrian,300,Indian Rupees(Rs.),0,1,0,1,3.3,Orange,Average,20,Maharashtrian,Midrange
1406,Mehfil Dhaba,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, North Indian",300,Indian Rupees(Rs.),0,0,0,1,3.4,Orange,Average,214,Fast Food,Midrange
308444,Moti Mahal Delux - Legendary Culinary,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",600,Indian Rupees(Rs.),0,1,0,2,2.6,Orange,Average,146,North Indian,Midrange
309452,Open Oven,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Bakery, Desserts, Fast Food",250,Indian Rupees(Rs.),0,1,0,1,3.4,Orange,Average,103,Bakery,Budget
310312,Paapi Paet,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, Beverages",550,Indian Rupees(Rs.),0,1,0,2,3.3,Orange,Average,250,Fast Food,Midrange
305162,Pepper Corn Express,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Fast Food",800,Indian Rupees(Rs.),0,1,0,2,3.4,Orange,Average,50,North Indian,Premium
18471299,Pinch Of China,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,400,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,14,Chinese,Midrange
4855,Pizza Hut Delivery,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),0,1,0,2,2.8,Orange,Average,120,Italian,Premium
18272382,Punjabee'S Darbar,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",700,Indian Rupees(Rs.),0,1,0,2,3.0,Orange,Average,34,North Indian,Premium
313398,Ramjee'S,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Street Food, North Indian",150,Indian Rupees(Rs.),0,1,0,1,3.3,Orange,Average,62,Street Food,Budget
307746,Rollmaal,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Fast Food, North Indian, Chinese",500,Indian Rupees(Rs.),0,1,0,2,3.4,Orange,Average,218,Fast Food,Midrange
3043,Shaolin,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,800,Indian Rupees(Rs.),0,1,0,2,3.4,Orange,Average,217,Chinese,Premium
301190,Subway,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),0,1,0,2,2.8,Orange,Average,183,American,Midrange
18233599,The Chocolate Room,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Italian, Mexican, Salad, Desserts",850,Indian Rupees(Rs.),1,1,0,2,3.4,Orange,Average,155,Cafe,Premium
1036,The Delhi Heights,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",800,Indian Rupees(Rs.),1,1,0,2,2.8,Orange,Average,198,North Indian,Premium
310665,Thok (The House Of Kakori),New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),0,1,1,2,3.4,Orange,Average,485,North Indian,Midrange
18322671,Uloo,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",600,Indian Rupees(Rs.),0,1,1,2,3.2,Orange,Average,134,North Indian,Midrange
18353692,Vadapav Junction & More,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Street Food, Fast Food",350,Indian Rupees(Rs.),0,1,0,1,3.3,Orange,Average,37,Street Food,Midrange
18365877,Behrouz Biryani,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Biryani,600,Indian Rupees(Rs.),0,1,0,2,3.6,Yellow,Good,61,Biryani,Midrange
310848,Beliram Degchiwala,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",900,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,226,North Indian,Premium
18398602,Bhukkhar,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),0,1,0,2,3.9,Yellow,Good,100,North Indian,Midrange
18376472,Biryani Blues,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Biryani, Hyderabadi",1000,Indian Rupees(Rs.),0,1,0,3,3.9,Yellow,Good,113,Biryani,Premium
18455531,Bun Intended,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Burger, American, Fast Food",850,Indian Rupees(Rs.),0,1,0,2,3.9,Yellow,Good,50,Burger,Premium
18208912,Casa Asia,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Chinese,650,Indian Rupees(Rs.),0,1,0,2,3.8,Yellow,Good,306,Chinese,Midrange
2586,Chic Fish,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",750,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,361,North Indian,Premium
301722,Dunkin' Donuts,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Burger, Desserts, Fast Food",600,Indian Rupees(Rs.),0,1,0,2,3.6,Yellow,Good,290,Burger,Midrange
18285729,Farratta,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese",800,Indian Rupees(Rs.),0,1,0,2,3.7,Yellow,Good,93,North Indian,Premium
305526,Flavors Of Chennai,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",South Indian,400,Indian Rupees(Rs.),0,1,0,1,3.7,Yellow,Good,370,South Indian,Midrange
18357542,Food For Thought,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Italian",700,Indian Rupees(Rs.),0,1,0,2,3.8,Yellow,Good,55,North Indian,Premium
18291199,Freshmenu,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Indian Rupees(Rs.),0,1,0,2,3.7,Yellow,Good,132,Italian,Midrange
5726,Giani'S,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Ice Cream, Desserts",400,Indian Rupees(Rs.),0,1,0,1,3.7,Yellow,Good,145,Ice Cream,Midrange
302922,Gopala,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Mithai, Street Food",250,Indian Rupees(Rs.),0,0,0,1,3.8,Yellow,Good,45,Mithai,Budget
7658,Green Chick Chop,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),0,0,0,1,3.5,Yellow,Good,52,Raw Meats,Midrange
18286490,Hunger Must Die,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Italian, North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),0,1,0,2,3.7,Yellow,Good,99,Italian,Midrange
7654,Kolkata Kathi Roll,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Fast Food,150,Indian Rupees(Rs.),0,0,0,1,3.6,Yellow,Good,82,Fast Food,Budget
18254534,Max Grille And Kitchen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",850,Indian Rupees(Rs.),1,1,0,2,3.5,Yellow,Good,99,North Indian,Premium
9100,Moti Sweets,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Mithai, Street Food",100,Indian Rupees(Rs.),0,0,0,1,3.6,Yellow,Good,114,Mithai,Budget
6475,Nazeer Foods,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),0,0,0,2,3.6,Yellow,Good,427,North Indian,Midrange
300302,Nikashee,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",600,Indian Rupees(Rs.),0,0,0,2,3.7,Yellow,Good,408,Chinese,Midrange
304302,Noodle Box,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",700,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,60,Chinese,Premium
306166,Pema'S,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Tibetan, Japanese",700,Indian Rupees(Rs.),0,1,0,2,3.6,Yellow,Good,412,Chinese,Premium
18345755,Plumber - The Lounge,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Thai, Chinese, North Indian",1500,Indian Rupees(Rs.),0,0,0,3,3.9,Yellow,Good,38,Thai,Premium
9751,Pudding & Pie,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Bakery, Fast Food",450,Indian Rupees(Rs.),0,0,0,1,3.7,Yellow,Good,137,Bakery,Midrange
2867,Rp'S Restaurant,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Mughlai, North Indian, Chinese",700,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,259,Mughlai,Premium
8346,Soi Thai,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Thai, Japanese",1500,Indian Rupees(Rs.),0,1,0,3,3.6,Yellow,Good,148,Thai,Premium
305871,Speedy Chow,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Chinese, Thai",850,Indian Rupees(Rs.),0,1,0,2,3.6,Yellow,Good,268,Chinese,Premium
18425151,Stoned Age Kitchen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Continental,400,Indian Rupees(Rs.),0,1,0,1,3.9,Yellow,Good,91,Continental,Midrange
998,Suribachi,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Asian, North Indian, Continental",1500,Indian Rupees(Rs.),1,1,0,3,3.5,Yellow,Good,104,Asian,Premium
452,Swagath,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Chinese, Seafood, Chettinad",1500,Indian Rupees(Rs.),1,0,0,3,3.5,Yellow,Good,168,North Indian,Premium
18163892,The Delhi Canteen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Continental, Asian, Chinese, Thai",1000,Indian Rupees(Rs.),1,1,0,3,3.6,Yellow,Good,305,North Indian,Premium
18432219,The Grill Kitchen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai",650,Indian Rupees(Rs.),0,1,0,2,3.8,Yellow,Good,75,North Indian,Midrange
18458339,The Midnight Heroes,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Biryani, Chinese, Fast Food",950,Indian Rupees(Rs.),0,1,0,2,3.7,Yellow,Good,41,North Indian,Premium
18375421,The Salad Bowl,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Healthy Food, Salad",800,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,34,Healthy Food,Premium
209,Domino'S Pizza,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Pizza, Fast Food",700,Indian Rupees(Rs.),0,0,0,2,2.3,Red,Poor,185,Pizza,Premium
18428394,Food Army,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",450,Indian Rupees(Rs.),0,1,0,1,2.3,Red,Poor,18,North Indian,Midrange
1030,Moti Restaurant,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, South Indian, Chinese, Mughlai",550,Indian Rupees(Rs.),0,1,0,2,2.4,Red,Poor,137,North Indian,Midrange
7661,New Baba Da Dhaba,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),0,1,0,1,2.0,Red,Poor,84,North Indian,Midrange
6179,Tunday Kababi,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Lucknowi, Mughlai",600,Indian Rupees(Rs.),0,1,0,2,2.2,Red,Poor,182,Lucknowi,Midrange
18446475,Dilli Bc,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Mughlai",700,Indian Rupees(Rs.),0,1,0,2,4.4,Green,Very Good,84,North Indian,Premium
311161,Litti.In,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi",Bihari,300,Indian Rupees(Rs.),0,1,0,1,4.0,Green,Very Good,308,Bihari,Midrange
313206,Nizam'S Kathi Kabab,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","North Indian, Fast Food",900,Indian Rupees(Rs.),1,1,0,2,4.0,Green,Very Good,153,North Indian,Premium
18334452,Pepper Kitchen,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, American, Italian",500,Indian Rupees(Rs.),0,1,0,2,4.0,Green,Very Good,244,Cafe,Midrange
18253111,Rustom'S Cafe & Bakery,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Bakery, Parsi",700,Indian Rupees(Rs.),0,1,0,2,4.1,Green,Very Good,84,Cafe,Premium
18219545,Salad Days,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Healthy Food, Salad",800,Indian Rupees(Rs.),0,1,0,2,4.0,Green,Very Good,255,Healthy Food,Premium
18348970,Stop My Starvation,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Desserts",300,Indian Rupees(Rs.),0,1,0,1,4.3,Green,Very Good,126,Cafe,Midrange
18334465,Sushi Junction,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Sushi, Japanese, Healthy Food",1000,Indian Rupees(Rs.),0,1,0,3,4.0,Green,Very Good,53,Sushi,Premium
18272370,Vero Gusto,New Delhi,Malviya Nagar,"Malviya Nagar, New Delhi","Cafe, Fast Food, Healthy Food",250,Indian Rupees(Rs.),0,1,0,1,4.1,Green,Very Good,135,Cafe,Budget
311846,Snack Junction,New Delhi,Mandi House,"Mandi House, New Delhi",Chinese,300,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,10,Chinese,Midrange
311432,Turant,New Delhi,Mandi House,"Mandi House, New Delhi",Chinese,300,Indian Rupees(Rs.),0,0,0,1,3.3,Orange,Average,47,Chinese,Midrange
313175,Aromas Of Pind,New Delhi,Mathura Road,"Mathura Road, New Delhi","North Indian, Chinese",1200,Indian Rupees(Rs.),1,1,0,3,4.2,Green,Very Good,278,North Indian,Premium
301842,Apna Dhaba And Caters,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",North Indian,300,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,20,North Indian,Midrange
311378,Green Chick Chop,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),0,1,0,1,2.7,Orange,Average,7,Raw Meats,Midrange
301830,Jai Shree Durga South Indian Corner,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","South Indian, Chinese",350,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,6,South Indian,Midrange
18323144,Malabar Catering House,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Biryani, Kerala",400,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,13,Biryani,Midrange
311377,Meenakshi Bhawan,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","South Indian, Chinese",300,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,14,South Indian,Midrange
301848,New Raja Sweets,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Mithai, Street Food",150,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,18,Mithai,Budget
307998,Pizza Treat,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Pizza, Fast Food",250,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,6,Pizza,Budget
5940,Pudding & Pie,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","Bakery, Fast Food",450,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,7,Bakery,Midrange
301826,Rita Chinese Food,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",Chinese,350,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,10,Chinese,Midrange
312923,Vibes Of Punjab,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),0,0,0,2,3.2,Orange,Average,21,North Indian,Premium
301817,Ramji Di Hatti & Caterers,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",North Indian,350,Indian Rupees(Rs.),0,0,0,1,3.5,Yellow,Good,25,North Indian,Midrange
301820,Spicy Tadka,New Delhi,Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi","North Indian, Chinese",600,Indian Rupees(Rs.),0,1,0,2,3.5,Yellow,Good,24,North Indian,Midrange
18429423,9 Is Mine,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Fast Food,300,Indian Rupees(Rs.),0,1,0,1,2.6,Orange,Average,4,Fast Food,Midrange
6180,Aashirwad,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Chinese, North Indian",450,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,19,Chinese,Midrange
301108,Aggarwal Sweet & Bakers,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Mithai, Street Food",150,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,5,Mithai,Budget
8105,Amit Hotel,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,150,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,7,North Indian,Budget
313185,Angrezee Dhaba,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),0,1,0,1,2.8,Orange,Average,7,North Indian,Midrange
8109,Ankur Family Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,300,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,4,North Indian,Midrange
304267,Bansal Sweet,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Desserts, Street Food",150,Indian Rupees(Rs.),0,0,0,1,2.7,Orange,Average,20,Desserts,Budget
313351,Baskin Robbins,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Ice Cream,300,Indian Rupees(Rs.),0,1,0,1,3.1,Orange,Average,13,Ice Cream,Midrange
309227,Caravan Resto Bar,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese, Mughlai",1100,Indian Rupees(Rs.),1,1,0,3,3.2,Orange,Average,51,North Indian,Premium
18285695,Celebration Multi Cuisine Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,2,2.7,Orange,Average,14,North Indian,Midrange
18146358,Chatto Chapati,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,250,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,8,North Indian,Budget
312715,Chawla'S_,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai",750,Indian Rupees(Rs.),1,0,0,2,2.7,Orange,Average,29,North Indian,Premium
311245,China Town,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Chinese,300,Indian Rupees(Rs.),0,1,0,1,2.7,Orange,Average,11,Chinese,Midrange
6173,China Town,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Chinese,350,Indian Rupees(Rs.),0,0,0,1,2.7,Orange,Average,28,Chinese,Midrange
301353,Dazzle Pastry Shop,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Bakery, Fast Food",150,Indian Rupees(Rs.),0,0,0,1,2.6,Orange,Average,25,Bakery,Budget
300957,Delicacy Foods,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),0,0,0,2,3.2,Orange,Average,86,North Indian,Midrange
312703,Dolphin Rolls,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Fast Food, Chinese",200,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,6,Fast Food,Budget
6183,Durbar Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",500,Indian Rupees(Rs.),0,0,0,2,2.7,Orange,Average,33,North Indian,Midrange
301037,Ever Green Pastry Shop,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Bakery,200,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,34,Bakery,Budget
8069,Evergreen Sweets Corner,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Mithai, Street Food",100,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,8,Mithai,Budget
306107,Great Plates By Aj,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),1,1,0,2,3.1,Orange,Average,77,North Indian,Premium
308359,Green Chick Chop,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),0,0,0,1,3.2,Orange,Average,24,Raw Meats,Midrange
18260604,Haqeem'S,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,250,Indian Rupees(Rs.),0,0,0,1,2.7,Orange,Average,14,North Indian,Budget
6185,Himalaya Food Corner,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),0,0,0,2,2.7,Orange,Average,46,North Indian,Midrange
304259,Hot Joint Fast Food,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Chinese, Fast Food",350,Indian Rupees(Rs.),0,0,0,1,2.6,Orange,Average,61,Chinese,Midrange
300959,Hyderabadi Dum Biryani,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Biryani, Hyderabadi",650,Indian Rupees(Rs.),0,1,0,2,2.7,Orange,Average,60,Biryani,Midrange
18238249,Kasturi Family Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",400,Indian Rupees(Rs.),0,1,0,1,3.0,Orange,Average,20,North Indian,Midrange
309346,Kerala Cafe,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Kerala,300,Indian Rupees(Rs.),0,0,0,1,3.3,Orange,Average,45,Kerala,Midrange
307306,Keuchen Paradise,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Bakery,300,Indian Rupees(Rs.),0,1,0,1,2.8,Orange,Average,8,Bakery,Midrange
18203881,Kook For Health,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","American, Asian, North Indian, Mexican, South Indian",500,Indian Rupees(Rs.),0,1,0,2,3.3,Orange,Average,21,American,Midrange
18138441,Lahorian'S Sweets & Bakers,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Street Food, Desserts",250,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,5,Street Food,Budget
8531,Mr. Baker'S,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Bakery, Fast Food",100,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,22,Bakery,Budget
18267785,Night Food Delivery,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",500,Indian Rupees(Rs.),0,1,0,2,2.7,Orange,Average,5,North Indian,Midrange
8110,Nine 2 Nine Snacks & Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Street Food",250,Indian Rupees(Rs.),0,0,0,1,2.9,Orange,Average,5,North Indian,Budget
18281964,Punjabi Mirch,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",North Indian,400,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,4,North Indian,Midrange
2932,Rasoi The Food Express,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Chinese",600,Indian Rupees(Rs.),0,1,0,2,2.6,Orange,Average,53,North Indian,Midrange
6182,Republic Of Chicken,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Raw Meats, Fast Food",400,Indian Rupees(Rs.),0,0,0,1,2.8,Orange,Average,11,Raw Meats,Midrange
18324529,Sandwichai,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",Fast Food,350,Indian Rupees(Rs.),0,1,0,1,3.3,Orange,Average,58,Fast Food,Midrange
308237,Sb'S Raisins,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),0,1,0,1,2.8,Orange,Average,15,Bakery,Midrange
311894,Shanghai Kitchen,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","Chinese, Fast Food",300,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,26,Chinese,Midrange
300960,Shiv Shakti Restaurant,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","South Indian, Chinese",200,Indian Rupees(Rs.),0,0,0,1,3.0,Orange,Average,18,South Indian,Budget
308222,Smoky Chettinad,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","South Indian, Chettinad",600,Indian Rupees(Rs.),0,0,0,2,2.8,Orange,Average,49,South Indian,Midrange
18258510,Spice Fusion,New Delhi,Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi","North Indian, Mughlai",400,Indian Rupees(Rs.),0,0,0,1,3.1,Orange,Average,7,North Indian,Midrange
